Goroka Airport,-6.081689834590001,145.391998291
Madang Airport,-5.20707988739,145.789001465
Mount Hagen Kagamuga Airport,-5.826789855957031,144.29600524902344
Nadzab Airport,-6.569803,146.725977
Port Moresby Jacksons International Airport,-9.443380355834961,147.22000122070312
Wewak International Airport,-3.58383011818,143.669006348
Narsarsuaq Airport,61.1604995728,-45.4259986877
Godthaab / Nuuk Airport,64.19090271,-51.6781005859
Kangerlussuaq Airport,67.0122218992,-50.7116031647
Thule Air Base,76.5311965942,-68.7032012939
Akureyri Airport,65.66000366210938,-18.07270050048828
Egilsstaðir Airport,65.2833023071289,-14.401399612426758
Hornafjörður Airport,64.295601,-15.2272
Húsavík Airport,65.952301,-17.426001
Ísafjörður Airport,66.05809783935547,-23.135299682617188
Keflavik International Airport,63.985000610352,-22.605600357056
Patreksfjörður Airport,65.555801,-23.965
Reykjavik Airport,64.1299972534,-21.9405994415
Siglufjörður Airport,66.133301,-18.9167
Vestmannaeyjar Airport,63.42430114746094,-20.278900146484375
Sault Ste Marie Airport,46.48500061035156,-84.5093994140625
Winnipeg / St. Andrews Airport,50.0564002991,-97.03250122070001
Halifax / CFB Shearwater Heliport,44.639702,-63.499401
St. Anthony Airport,51.3918991089,-56.083099365200006
Tofino / Long Beach Airport,49.079833,-125.775583
Kugaaruk Airport,68.534401,-89.808098
Baie Comeau Airport,49.13249969482422,-68.20439910888672
CFB Bagotville,48.33060073852539,-70.99639892578125
Baker Lake Airport,64.29889678960001,-96.077796936
Campbell River Airport,49.950801849365234,-125.27100372314453
Brandon Municipal Airport,49.91,-99.951897
Cambridge Bay Airport,69.1081008911,-105.138000488
Nanaimo Airport,49.054970224899996,-123.869862556
Castlegar/West Kootenay Regional Airport,49.2963981628,-117.632003784
Miramichi Airport,47.007801,-65.449203
Charlo Airport,47.990799,-66.330299
Kugluktuk Airport,67.816704,-115.143997
Coronation Airport,52.0750007629,-111.444999695
Chilliwack Airport,49.1528015137,-121.939002991
Clyde River Airport,70.4860992432,-68.5167007446
Coral Harbour Airport,64.1932983398,-83.3593978882
Dawson City Airport,64.04309844970703,-139.1280059814453
Burwash Airport,61.37110137939453,-139.04100036621094
Princeton Airport,49.4681015015,-120.511001587
Deer Lake Airport,52.655799865722656,-94.0614013671875
Dease Lake Airport,58.4221992493,-130.031997681
Dauphin Barker Airport,51.100799560546875,-100.052001953125
Dawson Creek Airport,55.7422981262207,-120.18299865722656
Edmonton International Airport,53.309700012200004,-113.580001831
Arviat Airport,61.0942001343,-94.07080078119999
Estevan Airport,49.2103004456,-102.966003418
Edson Airport,53.578899383499994,-116.464996338
Eureka Airport,79.9946975708,-85.814201355
Inuvik Mike Zubko Airport,68.30419921880001,-133.483001709
Iqaluit Airport,63.756402,-68.555801
Fredericton Airport,45.868900299072266,-66.53720092773438
Forestville Airport,48.74610137939453,-69.09719848632812
Flin Flon Airport,54.6781005859375,-101.68199920654297
Fort Resolution Airport,61.1808013916,-113.690002441
Fort Simpson Airport,61.76020050048828,-121.23699951171875
Kingston Norman Rogers Airport,44.22529983520508,-76.5969009399414
La Grande Rivière Airport,53.625301361083984,-77.7042007446289
Gaspé (Michel-Pouliot) Airport,48.7752990723,-64.4785995483
Geraldton Greenstone Regional Airport,49.77830123901367,-86.93939971923828
Îles-de-la-Madeleine Airport,47.42470169067383,-61.778099060058594
Hudson Bay Airport,52.8166999817,-102.310997009
Dryden Regional Airport,49.831699,-92.744202
Ulukhaktok Holman Airport,70.76280212402344,-117.80599975585938
Gjoa Haven Airport,68.635597229,-95.84970092770001
John C. Munro Hamilton International Airport,43.173599243199995,-79.93499755859999
Montréal / Saint-Hubert Airport,45.5175018311,-73.4169006348
Hay River / Merlyn Carter Airport,60.8396987915,-115.782997131
Halifax / Stanfield International Airport,44.8807983398,-63.5085983276
Atikokan Municipal Airport,48.7738990784,-91.6386032104
Pond Inlet Airport,72.6832962036,-77.9666976929
St Jean Airport,45.29439926147461,-73.28109741210938
Stephenville Airport,48.5442008972168,-58.54999923706055
Kamloops Airport,50.7022018433,-120.444000244
Waterloo Airport,43.460800170899994,-80.3786010742
Schefferville Airport,54.805301666259766,-66.8052978515625
Kindersley Airport,51.5175018311,-109.180999756
Buttonville Municipal Airport,43.86220169067383,-79.37000274658203
Chapleau Airport,47.81999969482422,-83.3467025756836
Meadow Lake Airport,54.125301361083984,-108.52300262451172
Lloydminster Airport,53.309200286865234,-110.072998046875
Alert Airport,82.51779937740001,-62.2806015015
Kelowna International Airport,49.9561004639,-119.377998352
Mayo Airport,63.61640167236328,-135.8679962158203
Moose Jaw Air Vice Marshal C. M. McEwen Airport,50.330299377441406,-105.55899810791016
Fort McMurray Airport,56.653301239,-111.222000122
Moosonee Airport,51.291099548339844,-80.60780334472656
Maniwaki Airport,46.2728004456,-75.9906005859
Montreal International (Mirabel) Airport,45.679501,-74.038696
Natashquan Airport,50.189998626708984,-61.78919982910156
Ottawa / Gatineau Airport,45.521701812699995,-75.5635986328
Matagami Airport,49.76169967651367,-77.80280303955078
Old Crow Airport,67.57060241699219,-139.83900451660156
